42756	46.09187	43.14057
42756	42.90764	39.21701
42757	46.09187	44.14057
42757	42.55193	43.89424
42757.5	37.73697	42.51604
42758	51.69426	43.60108
42758	42.75193	44.49424
42758	47.09187	43.14057
42759	47.09187	43.14057
42758.5	43.33347	44.34208
42759	41.97729	37.46335
42759	43.05193	45.09424
42759	53.69426	41.60108
42760	46.09187	46.14057
42760	49.69426	45.60108
42760	44.95193	44.19424
42761	45.85193	44.69424
42761	43.09187	48.14057
42762	43.09187	49.14057
42762	47.69426	47.60108
42762	45.90764	43.21701
42762	48.65193	43.79424
42763	47.25193	44.49424
42763	45.69426	49.60108
42763	44.09187	48.14057
42763	45.73773	48.66832
42764	44.09187	49.14057
42764	45.75193	45.59424
42765	45.45193	46.59424
42765	44.09187	50.14057
42764.5	43.97729	46.46335
42765	47.69426	47.60108
42765	44.10433	46.34062
42766	45.75193	46.09424
42765.5	46.33347	49.34208
42766	44.09187	50.14057
42766	47.69426	47.60108
42767	48.69426	46.60108
42767	44.09187	50.14057
42767	45.35193	46.39424
42767	43.73889	51.43749
42768	43.73773	50.66832
42768	45.65193	46.39424
42768	45.09187	48.14057
42767.5	41.19236	47.31146
42769	43.90764	48.21701
42769	44.87522	44.24313
42769	47.69426	47.60108
42769	47.95193	45.49424
42769	43.09187	51.14057
42770	43.73697	49.51604
42770	43.09187	50.14057
42770	43.96815	49.86197
42770	47.55193	46.19424
42770	47.69426	47.60108
42771	47.95193	46.29424
42771	43.09187	52.14057
42772	47.95193	46.29424
42771.5	47.41582	48.2415
42772	44.09187	50.14057
42772	41.97729	50.46335
42772	47.69426	47.60108
42773	47.69426	47.60108
42773	44.09187	50.14057
42773	48.25193	45.09424
42773.5	42.33347	53.34208
42774	47.15193	46.29424
42774	43.09187	50.14057
42774	46.69426	48.60108
42775	42.09187	51.14057
42775	43.73773	51.66832
42775	47.15193	46.19424
42776	46.69426	48.60108
42776	41.09187	53.14057
42776	46.75193	47.09424
42775.5	40.85135	53.47583
42775.5	45.90764	47.21701
42777	46.75193	47.19424
42777	46.69426	48.60108
42777	41.09187	52.14057
42778	45.75193	49.29424
42778	41.09187	52.14057
42778	44.30202	51.38307
42778	46.27112	47.89894
42779	47.69426	47.60108
42779	43.97729	49.46335
42779	46.25193	49.09424
42779	41.09187	51.14057
42780	46.35193	48.89424
42780	49.69426	45.60108
42780	41.09187	52.14057
42781	45.55193	49.79424
42781	49.69426	45.60108
42781	42.73773	51.66832
42781	39.09187	54.14057
42782	41.09187	53.14057
42782	44.75193	50.79424
42782	40.73773	52.66832
42783	45.75193	49.19424
42783	42.09187	53.14057
42783	42.02068	50.03961
42783	45.69426	49.60108
42784	43.09187	51.14057
42783.5	41.97729	49.46335
42784	44.69426	50.60108
42784	45.95193	48.59424
42783.5	45.90764	46.21701
42783.5	46.96815	45.86197
42784.5	45.16285	48.34751
42785	42.09187	51.14057
42785	45.55193	48.69424
42784.5	39.73697	53.51604
42785	40.19236	50.31146
42786	41.73773	52.66832
42786	46.45193	45.79424
42786	43.09187	50.14057
42786	43.33617	48.4688
42786	43.97729	48.46335
42786	45.69426	49.60108
42787	44.09187	50.14057
42787	46.69426	47.60108
42787	46.25193	45.99424
42788	47.69426	47.60108
42788	44.09187	50.14057
42788	45.55193	46.69424
42787.5	44.33347	48.34208
42789	42.09187	51.14057
42789	45.55193	46.59424
42790	46.05193	46.89424
42790	45.69426	49.60108
42790	42.09187	52.14057
42791	46.55193	46.99424
42791	46.90764	47.21701
42791	43.09187	52.14057
42791	44.69426	50.60108
42792	43.09187	52.14057
42792	46.55193	47.09424
42793	46.15193	47.89424
42793	41.97729	52.46335
42793	44.69426	50.60108
42793	44.09187	50.14057
42794	46.25193	47.49424
42794	44.09187	49.14057
42794	46.69426	48.60108
42794	43.10433	51.34062
42795	47.69426	47.60108
42795	46.05193	47.39424
42795	44.09187	49.14057
42796	45.85193	46.89424
42796	44.09187	49.14057
42797	47.25193	45.39424
42797	46.82639	43.94717
42796.5	44.73889	50.43749
42797	44.09187	48.14057
42797	46.69426	48.60108
42797	45.73773	49.66832
42798	45.69426	49.60108
42798	45.09187	48.14057
42798	42.73697	50.51604
42798	48.05193	44.69424
42798	46.90764	47.21701
42797.5	43.158	47.72752
42799	44.09187	49.14057
42799	44.40697	47.07008
42799	48.05193	44.69424
42800	44.73773	50.66832
42800	48.75193	44.29424
42800	44.85135	52.47583
42800	43.09187	51.14057
42800	43.69426	51.60108
42800.5	42.97729	51.46335
42801	43.69426	51.60108
42801	42.09187	51.14057
42801	42.61105	51.24193
42801	49.45193	43.99424
42802	49.15193	44.89424
42802	42.69426	52.60108
42802	43.09187	50.14057
42803	45.09187	47.14057
42803	48.35193	45.59424
42803	36.69766	56.27587
42804	41.69426	53.60108
42804	46.09187	47.14057
42804	47.55193	46.49424
42805	48.90764	45.21701
42805	43.09187	49.14057
42805	47.35193	46.99424
42805	42.33347	50.34208
42805	40.69426	53.60108
42806	45.75193	47.59424
42806	40.09187	53.14057
42807	41.27112	51.89894
42807	43.73773	51.66832
42807	41.09187	52.14057
42807	39.69426	54.60108
42807	44.95193	47.39424
42807.5	41.97729	51.46335
42808	44.65193	47.69424
42808	43.09187	51.14057
42808	41.69426	53.60108
42809	45.30202	50.38307
42809	42.69426	52.60108
42809	42.09187	52.14057
42808.5	43.7508	52.04532
42809	44.85193	47.49424
42810	42.85193	49.09424
42810	41.09187	53.14057
42811	45.25193	47.89424
42811	38.09187	56.14057
42811	43.69426	51.60108
42812	44.96815	49.86197
42812	44.69426	50.60108
42812	46.15193	46.69424
42811.5	46.90764	46.21701
42812	40.09187	53.14057
42812.5	38.73697	54.51604
42812.5	43.16285	51.34751
42813	40.09187	54.14057
42813	46.75193	46.39424
42814	46.35193	46.89424
42814	40.69426	54.60108
42814	41.97729	48.46335
42814	39.73773	53.66832
42814	41.09187	53.14057
42815	40.09187	54.14057
42815	41.69426	53.60108
42815	48.45193	45.19424
42816	38.69426	56.60108
42816	42.09187	52.14057
42816	46.65193	46.79424
42815.5	38.7508	56.04532
42817	42.09187	52.14057
42817	46.45193	47.59424
42818	41.09187	52.14057
42818	39.69426	54.60108
42818	44.65193	48.49424
42819	44.95193	47.59424
42819	39.69426	55.60108
42818.5	41.90764	52.21701
42819	43.52787	53.71758
42819	38.40697	48.07008
42819	37.09187	55.14057
42818.5	39.02068	52.03961
42820	43.85193	47.89424
42820	37.09187	54.14057
42821	36.10433	54.34062
42821	45.45193	45.79424
42821	41.97729	49.46335
42821	41.73773	54.66832
42820.5	41.19236	51.31146
42821	36.09187	57.14057
42821	38.69426	56.60108
42822	39.09187	55.14057
42822	37.87522	54.24313
42821.5	39.33347	53.34208
42822	38.69426	56.60108
42822	45.95193	45.19424
42822	34.7508	60.04532
42823	39.09187	54.14057
42823	37.69426	57.60108
42823	47.65193	44.59424
42824	41.09187	54.14057
42824	47.75193	45.09424
42825	43.90764	51.21701
42825	47.85193	45.99424
42825	36.69426	58.60108
42825	41.69766	53.27587
42825	39.09187	55.14057
42826	39.09187	55.14057
42826	46.65193	48.19424
42826	37.69426	57.60108
42826	36.73697	55.51604
42827	40.09187	53.14057
42827	45.95193	49.39424
42828	40.97729	50.46335
42828	39.73773	54.66832
42828	40.69426	54.60108
42828	45.45193	49.79424
42828	43.09187	50.14057
42829	42.09187	51.14057
42829	40.69426	54.60108
42829	44.75193	50.29424
42829	36.7508	59.04532
42829.5	38.33617	48.4688
42830	41.09187	52.14057
42830	39.69426	55.60108
42830	44.65193	48.99424
42831	41.09187	52.14057
42831	45.85193	47.79424
42832	46.95193	46.49424
42832	38.69426	56.60108
42832	41.09187	52.14057
42833	44.19236	48.31146
42833	41.09187	51.14057
42833	40.85135	51.47583
42833	41.69426	53.60108
42832.5	44.90764	49.21701
42833	48.45193	44.99424
42834	41.09187	52.14057
42834	48.95193	45.29424
42835	41.73773	51.66832
42835	42.09187	50.14057
42835	47.95193	45.99424
42835	41.69426	53.60108
42836	36.7508	58.04532
42835.5	40.97729	52.46335
42836	47.45193	46.69424
42836	42.69426	52.60108
42836	41.09187	52.14057
42836.5	40.02068	50.03961
42837	46.35193	48.29424
42837	42.69426	52.60108
42837	41.09187	53.14057
42838	45.15193	49.39424
42838	40.09187	53.14057
42839	42.09187	51.14057
42839	44.85193	48.89424
42839	44.90764	47.21701
42839	44.69426	50.60108
42840	44.69426	50.60108
42840	41.73697	54.51604
42840	43.65193	51.19424
42841	42.85193	51.69424
42840.5	44.30202	51.38307
42840.5	42.09187	50.14057
42842	42.45193	51.79424
42841.5	41.97729	51.46335
42841.5	43.09187	50.14057
42842	42.73773	52.16832
42842	42.69426	52.60108
42843	43.69426	51.60108
42842.5	42.33347	50.34208
42843	44.09187	48.14057
42843	42.05193	51.99424
42842.5	35.7508	59.04532
42843.5	40.95105	47.01585
42843.5	42.80447	51.40411
42843.5	39.33617	54.4688
42844	44.09187	49.14057
42843.5	41.16285	53.34751
42844	43.69426	51.60108
42844	40.25193	53.49424
42844.5	40.86781	49.85605
42845	45.69766	48.27587
42845	40.55193	52.29424
42845	43.09187	50.14057
42846	41.09187	52.14057
42846	45.69426	49.60108
42846	40.45193	52.19424
42847	40.15193	52.59424
42847	41.09187	52.14057
42847	41.69426	53.60108
42847	44.96815	47.86197
42847	47.90764	47.21701
42848	40.95193	51.59424
42847.5	42.19236	52.31146
42848	41.09187	53.14057
42848.5	43.73889	52.43749
42849	42.97729	51.46335
42849	43.73773	50.66832
42849	40.69426	54.60108
42849	43.27112	48.89894
42849	42.15193	51.19424
42849	40.09187	54.14057
42850	41.95193	51.89424
42850	41.09187	53.14057
42850	39.69426	55.60108
42850.5	33.7508	62.04532
42851	44.09187	50.14057
42851	41.69426	53.60108
42851	42.35193	50.89424
42852	43.05193	50.29424
42852	44.09187	49.14057
42853	41.69426	53.60108
42853	43.09187	51.14057
42853	43.45193	50.39424
42854	42.69426	52.60108
42853.5	44.90764	47.21701
42854	44.05193	49.59424
42854	42.09187	53.14057
42853.5	41.87522	51.24313
42855	43.85193	50.29424
42855	43.09187	52.14057
42856	43.85193	50.29424
42856	41.10433	52.34062
42856	43.09187	50.14057
42856	43.69426	51.60108
42855.5	43.97729	49.46335
42856	42.73773	50.66832
42857	42.69426	52.60108
42857	43.65193	50.39424
42858	44.05193	49.89424
42857.5	43.09187	50.14057
42858	40.69426	54.60108
42858.5	41.09187	52.14057
42859	41.09187	52.14057
42859	42.75193	50.59424
42860	41.09187	52.14057
42860	43.35193	49.59424
42860	40.90764	50.21701
42860	39.69426	54.60108
42861	43.09187	51.14057
42861	40.69426	54.60108
42861	43.25193	50.29424
42862	41.09187	51.14057
42861.5	37.73697	56.51604
42862	42.95193	50.59424
42863	41.69426	53.60108
42862.5	41.97729	53.46335
42863	41.09187	51.14057
42863	40.73773	53.66832
42863	41.45193	52.09424
42864	42.45193	51.59424
42864	39.09187	53.14057
42864	42.69426	52.60108
42865	39.69426	55.60108
42865	42.09187	52.14057
42865	41.55193	52.39424
42865	41.90764	49.21701
42866	41.09187	53.14057
42866	41.35193	52.39424
42867	41.35193	52.19424
42867	40.09187	54.14057
42867	38.33617	54.4688
42867	38.69426	56.60108
42868	39.09187	55.14057
42868	40.05193	53.29424
42868	39.33347	54.34208
42868	37.69426	57.60108
42868	39.90764	53.21701
42869	39.25193	54.19424
42869	39.09187	55.14057
42870	37.73773	56.66832
42870	39.09187	55.14057
42870	39.158	54.72752
42870	38.69426	56.60108
42869.5	39.97729	53.46335
42870	39.15193	54.19424
42871	39.09187	54.14057
42871	38.69426	55.60108
42871	38.45193	54.89424
42872	38.69426	56.60108
42872	37.45193	56.09424
42871.5	30.7508	65.04533
42872	39.09187	54.14057
42872	37.90764	54.21701
42873	38.09187	54.14057
42873	37.55193	55.49424
42873.5	41.30202	54.38307
42873.5	41.16285	53.34751
42874	39.09187	54.14057
42874	37.69766	56.27587
42874	37.55193	55.79424
42874	38.69426	56.60108
42875	42.90764	52.21701
42875	40.69426	54.60108
42875	38.09187	54.14057
42875	38.73697	53.51604
42875	37.05193	55.99424
42876	39.09187	54.14057
42876	37.75193	55.59424
42875.5	39.40697	55.07008
42877	38.27112	53.89894
42877	39.73773	54.66832
42877	42.69426	52.60108
42877	38.35193	54.79424
42877	40.09187	53.14057
42876.5	39.97729	53.46335
42878	40.09187	53.14057
42878	42.69426	52.60108
42878	38.85193	55.09424
42879	40.69426	54.60108
42879	38.35193	55.29424
42878.5	30.8508	64.24532
42879	42.09187	52.14057
42880	42.09187	52.14057
42880	39.25193	54.49424
42881	39.95193	53.59424
42881	39.69426	55.60108
42881	43.09187	51.14057
42882	40.35193	53.89424
42882	43.09187	51.14057
42882	38.69426	56.60108
42883	40.35193	53.59424
42883	42.09187	52.14057
42882.5	41.90764	53.21701
42884	42.09187	51.14057
42884	37.69426	57.60108
42883.5	38.97729	53.46335
42884	41.65193	52.69424
42884	38.73773	55.66832
42884.5	42.96815	52.86197
42885	37.69426	57.60108
42885	40.35193	54.09424
42885	41.09187	52.14057
42886	40.09187	53.14057
42886	38.69426	56.60108
42886	38.85193	56.29424
42887	38.09187	55.14057
42887	39.45193	55.79424
42887.5	40.90764	54.21701
42888	40.69426	54.60108
42888	39.15193	56.19424
42888	37.09187	56.14057
42888.5	39.10433	53.34062
42888.5	40.17343	52.91931
42889	40.69426	54.60108
42889	38.09187	55.14057
42889	38.05193	57.09424
42889	35.73697	55.51604
42890	38.15193	56.79424
42890	39.09187	55.14057
42891	39.69426	55.60108
42891	38.73773	55.66832
42891	38.35193	55.79424
42891	39.09187	55.14057
42891	38.97729	56.46335
42892	37.35193	56.59424
42892	40.69426	54.60108
42892	38.09187	56.14057
42893	40.69426	54.60108
42893	37.05193	56.19424
42893	38.09187	56.14057
42894	40.09187	54.14057
42894	37.55193	56.19424
42895	37.95193	55.79424
42895	40.69426	54.60108
42895	39.09187	56.14057
42896	41.90764	52.21701
42896	37.09187	57.14057
42895.5	36.52787	59.71758
42896	40.75193	54.29424
42896	37.69426	57.60108
42896	40.33347	52.34208
42897	40.85193	54.39424
42896.5	36.33617	51.4688
42896.5	38.87522	56.24313
42897	37.09187	58.14057
42898	40.73773	53.66832
42898	37.09187	57.14057
42898	40.65193	55.09424
42898	39.69426	55.60108
42898	39.97729	54.46335
42899	39.25193	55.99424
42899	40.85135	52.47583
42899	41.69426	53.60108
42899	39.09187	55.14057
42900	39.25193	56.09424
42900	39.09187	55.14057
42900	44.69426	50.60108
42901	36.25193	59.09424
42901	40.09187	53.14057
42902	37.15193	58.49424
42902	42.69426	51.60108
42902	40.09187	53.14057
42902	41.40697	55.07008
42903	40.90764	54.21701
42902.5	25.6508	69.94533
42903	37.15193	58.19424
42902.5	40.69766	54.27587
42903	41.69426	53.60108
42902.5	37.19236	56.31146
42903	39.09187	54.14057
42904	38.05193	57.29424
42904	38.09187	55.14057
42905	39.65193	55.69424
42905	39.69426	55.60108
42905	40.97729	51.46335
42905	40.73773	52.66832
42905	38.09187	56.14057
42904.5	39.33617	55.4688
42904.5	39.16285	56.34751
42906	40.69426	54.60108
42906	44.30202	51.38307
42906	40.09187	54.14057
42906	39.15193	54.89424
42907	40.69426	54.60108
42907	43.09187	52.14057
42907	37.45193	55.39424
42908	40.09187	53.14057
42908	36.35193	55.89424
42909	41.90764	53.21701
42909	38.02068	52.03961
42909	39.09187	55.14057
42909	36.35193	55.59424
42909	41.69426	53.60108
42910	40.69426	54.60108
42910	37.09187	56.14057
42910	34.85193	56.89424
42910	32.7508	63.04532
42911	35.85193	56.79424
42911	40.09187	55.14057
42910.5	41.73697	53.51604
42911.5	41.82639	52.94717
42912	39.97729	53.46335
42912	36.65193	56.29424
42912	40.09187	54.14057
42912	42.27112	50.89894
42912	38.73773	54.66832
42912	40.69426	54.60108
42912	39.10433	56.34062
42913	37.05193	55.29424
42913	41.09187	54.14057
42913	39.69426	55.60108
42914	38.05193	54.89424
42914	40.69426	54.60108
42914	39.09187	55.14057
42915	39.09187	55.14057
42915	39.15193	53.39424
42916	38.69426	56.60108
42916	38.55193	53.59424
42916	38.09187	55.14057
42917	38.75193	53.49424
42917	40.09187	54.14057
42917	38.69426	56.60108
42916.5	31.7508	63.04532
42918	38.25193	55.49424
42918	38.09187	55.14057
42919	38.55193	55.79424
42919	40.73773	53.66832
42920	38.45193	56.49424
42920	38.69426	56.60108
42919.5	38.97729	54.46335
42919.5	38.09187	55.14057
42921	39.65193	55.79424
42921	39.69426	55.60108
42920.5	38.09187	55.14057
42922	40.25193	54.99424
42922	39.09187	54.14057
42923	39.69426	55.60108
42923	39.75193	55.59424
42923	40.09187	54.14057
42924	39.69426	55.60108
42924	40.09187	54.14057
42923.5	38.69766	55.27587
42924	42.90764	52.21701
42924	40.05193	55.49424
42925	40.35193	54.89424
42924.5	34.7508	60.04532
42925	41.09187	53.14057
42926	39.73773	54.66832
42926	40.06981	56.54032
42926	41.09187	53.14057
42926	39.69426	55.60108
42926	37.97729	54.46335
42926	41.25193	54.19424
42927	38.69426	56.60108
42927	41.05193	54.69424
42928	41.95193	53.89424
42928	37.69426	57.60108
42927.5	40.09187	53.14057
42927.5	36.80447	56.40411
42929	40.65193	54.59424
42928.5	39.09187	55.14057
42930	40.65193	54.69424
42930	39.09187	54.14057
42930	40.90764	53.21701
42930	37.69426	57.60108
42931	38.15193	56.79424
42931	39.87522	55.24313
42931	37.69426	57.60108
42930.5	39.158	53.72752
42931	40.09187	54.14057
42932	38.05193	56.79424
42932	34.7508	60.04532
42932	39.09187	54.14057
42931.5	40.33347	55.34208
42933	39.73773	55.66832
42933	38.09187	55.14057
42933	39.27112	53.89894
42933	38.75193	55.19424
42932.5	38.97729	56.46335
42933	36.69426	58.60108
42934	37.69426	57.60108
42934	42.44893	52.27717
42934	37.09187	57.14057
42934	38.75193	54.29424
42935	38.09187	56.14057
42934.5	37.16285	54.34751
42935	38.45193	53.59424
42935	37.69426	57.60108
42936	39.09187	55.14057
42936	37.25193	53.79424
42937	36.75193	54.39424
42937	40.09187	53.14057
42937	38.69426	56.60108
42938	36.69426	58.60108
42938	35.55193	56.99424
42938	38.09187	56.14057
42937.5	40.30202	55.38307
42938	40.90764	53.21701
42939	35.65193	57.79424
42939	32.7508	62.04532
42939	37.09187	57.14057
42940	36.73773	56.66832
42940	39.97729	53.46335
42940	37.69426	57.60108
42940	38.09187	56.14057
42940	36.15193	57.99424
42941	35.69426	59.60108
42941	38.15193	56.59424
42941	40.09187	53.14057
42942	35.69426	59.60108
42942	40.09187	52.14057
42942	37.05193	57.59424
42942	42.86781	54.85605
42943	37.25193	57.29424
42943	40.09187	54.14057
42944	39.09187	55.14057
42944	33.69426	61.60108
42944	37.45193	57.19424
42944	39.90764	55.21701
42945	38.09187	57.14057
42945	33.69426	61.60108
42945	37.55193	57.19424
42946	37.55193	57.39424
42945.5	34.73697	59.51604
42946	38.09187	57.14057
42947	37.09187	58.14057
42947	36.73773	57.66832
42947	32.69426	62.60108
42947	37.95193	56.39424
42948	37.35193	56.89424
42948	34.10433	57.34062
42948	37.09187	56.14057
42947.5	37.97729	56.46335
42948	33.69426	60.60108
42949	36.25193	57.69424
42949	33.69426	59.60108
